10.4170,-26.6600,A
-12.1423,-1.2969,A
-0.3860,3.3922,A
16.8394,8.2365,A
23.1696,4.8451,A
-27.1047,7.5641,A
-16.3323,-16.4726,A
-7.9426,-16.8166,A
-10.4683,13.3137,A
-6.2383,18.3747,A
-14.1512,11.2052,A
-15.6964,21.4882,A
-16.5180,16.4010,A
15.2780,-4.7826,A
-18.3554,-4.7999,A
1.6439,-19.1117,A
13.4429,-18.3572,A
7.3017,-18.0461,A
-9.0653,-17.6277,A
6.2728,-5.8138,A
27.7068,0.9036,A
-26.2422,10.2716,A
22.1809,6.4461,A
26.1198,1.4537,A
4.3108,19.4412,A
-0.6469,-16.4956,A
22.4378,17.7442,A
-13.3419,-5.9860,A
-1.2594,-3.1967,A
-21.5647,-20.0821,A
7.6825,-7.7602,A
22.6144,5.6099,A
-25.9674,-3.5319,A
-7.5211,-11.2183,A
-8.8162,-26.0061,A
23.5499,-4.8985,A
-7.7065,-24.3407,A
7.5430,-13.2488,A
-12.4713,8.1182,A
-17.5047,1.2690,A
-19.1868,11.2177,A
-4.5127,22.0695,A
7.5767,5.6269,A
-6.1816,-23.2073,A
24.7319,15.0105,A
26.0198,0.2395,A
18.6708,16.2463,A
-6.8598,20.3339,A
-2.0936,17.0323,A
17.9162,-10.9056,A
21.1118,-4.0961,A
17.1220,-4.1519,A
-12.0445,-12.2262,A
19.8918,-5.9911,A
-8.2148,17.7163,A
11.1396,-17.7455,A
3.0493,-27.8014,A
12.2853,-22.8374,A
20.5717,7.7771,A
6.4225,-22.9786,A
6.9271,-23.6654,A
2.3500,-20.2180,A
18.3780,-3.8115,A
2.3738,22.1945,A
18.3053,-13.2635,A
15.4372,2.9095,A
-15.0216,18.5151,A
-19.3289,7.3296,A
-14.9590,24.0150,A
15.7051,1.9256,A
-1.7779,27.2710,A
-4.3452,-8.0580,A
-5.3082,-2.7080,A
1.4708,-14.9547,A
6.1245,-24.2400,A
0.7475,-1.1067,A
-2.0839,9.2425,A
29.6424,4.5994,A
-9.9857,16.8642,A
-27.9581,-8.1204,A
-9.5458,24.2322,A
-7.7552,-5.9128,A
2.9284,11.8625,A
27.9696,-8.9447,A
-10.2793,0.0296,A
-18.9816,2.0970,A
-13.7011,12.3844,A
-7.7782,-9.6558,A
-4.1296,-25.6696,A
4.7652,1.1085,A
9.0805,-23.0138,A
-11.4487,-16.4748,A
23.3853,18.3686,A
19.5605,16.9005,A
18.2641,-22.0618,A
11.9070,-24.6580,A
7.7836,-24.9217,A
18.9948,-19.5318,A
14.4148,11.9071,A
-7.6287,7.2374,A
-15.8253,15.1429,A
9.3909,18.3490,A
-10.7905,-27.9088,A
11.9767,-16.0985,A
12.2061,8.8526,A
12.3651,-7.8524,A
9.2232,14.2629,A
-7.8732,-11.8151,A
11.5153,-5.1021,A
25.0506,-4.0652,A
-10.9115,-10.5903,A
-8.4543,12.3284,A
-16.1435,3.5173,A
-2.6997,-2.8934,A
-11.5289,-15.2946,A
2.1784,9.6544,A
-6.7110,14.9058,A
0.2402,-18.3416,A
12.5361,11.9943,A
20.5848,-2.9221,A
6.9182,-12.1562,A
16.3127,-8.6343,A
5.7471,0.0933,A
-11.6986,5.8295,A
-13.6749,26.4556,A
-10.2554,-3.2764,A
-11.9419,1.5886,A
-13.1747,7.8514,A
6.2177,16.0494,A
22.3749,10.1424,A
-2.3016,-15.0958,A
11.5376,15.6843,A
-2.4834,-3.4300,A
24.8259,-9.9432,A
28.9226,2.8739,A
-16.3193,-21.1973,A
15.2953,-13.8828,A
-17.4808,0.6277,A
-4.4648,-0.1213,A
-4.1125,25.5208,A
-6.5129,-14.6400,A
-1.6337,-25.6290,A
-25.5426,-7.3304,A
-18.1989,-23.0538,A
-10.7046,-27.3913,A
21.2763,5.4590,A
4.5698,-4.6338,A
-10.2036,-3.4484,A
-6.5897,-3.7010,B
14.4839,7.4647,A
-16.6049,1.0291,A
-21.3166,-5.7318,A
-9.1382,2.7015,A
-5.0788,-28.7399,A
-13.7322,3.4200,A
-11.5505,2.0356,B
24.4372,-13.8998,A
-18.5932,10.6663,A
-10.1375,20.9201,A
1.4550,-24.4540,A
12.3094,19.7351,A
-1.6511,25.0710,A
20.9548,11.5587,A
-4.7444,12.7979,A
-27.0912,-3.3088,A
-20.1943,5.0280,A
6.1933,17.9961,A
0.8298,-12.2785,A
-1.3284,-18.5076,A
11.5034,-16.2061,A
5.3982,22.9065,A
-23.9819,-11.7538,A
-10.7425,20.3625,A
13.3044,-1.7033,A
19.2272,-3.2718,A
-21.2409,20.1372,A
23.7983,0.5798,A
24.4029,-13.6070,B
-11.0175,-15.3102,A
-21.6845,-1.3131,B
-14.7429,16.0537,A
26.0918,0.5920,A
8.0819,-0.8444,B
18.4431,-14.7649,A
-10.8468,0.4653,A
16.0061,-11.0147,A
-6.9784,14.6057,A
-16.9339,19.8378,A
9.9176,20.9638,A
11.2875,-2.5467,A
0.7853,9.8423,A
-5.3237,27.7278,A
9.6045,10.2455,A
3.9812,27.0909,A
-18.2098,-10.4416,A
-28.9576,-6.2648,A
-4.9045,28.9772,A
-5.9040,-10.2763,A
26.6756,-10.4518,A
-12.9261,18.1408,A
26.6484,-8.4836,A
25.5423,4.9829,A
-27.3171,-2.1986,A
15.8749,-9.3194,A
-21.4516,-0.1615,A
0.3465,1.2782,A
-19.7888,1.1065,A
-4.8190,-7.2257,A
-15.4140,21.1783,A
-18.8046,16.2869,B
13.8321,-3.5251,A
14.5467,-4.3246,A
-14.3696,21.6880,A
4.9022,25.6794,A
-3.1708,4.2358,A
-6.5501,3.3520,A
-17.0526,-7.0043,A
28.4336,-4.6251,A
-17.3975,12.3918,A
-0.8864,11.1279,A
-22.0582,-10.9550,A
23.9088,8.7495,A
-23.4657,6.7479,A
2.1068,-2.4153,A
-10.6178,16.1125,A
-13.6878,0.9889,A
19.5884,-21.7076,A
13.6501,-22.8037,A
4.1540,-23.0318,A
2.8922,-12.7877,A
15.1891,3.3657,A
-15.8651,-12.1356,A
8.9085,4.0165,A
-0.9219,17.6529,A
-25.1911,4.6948,A
9.3707,18.5957,A
-9.0815,-10.5020,A
13.6513,14.2058,A
14.3232,4.2448,B
4.1053,6.0963,A
-3.8818,-14.2939,A
14.8272,-25.5748,A
-12.7146,26.9602,A
11.9332,-9.9782,A
5.7223,0.9187,A
-9.1272,-23.3481,B
-15.2705,-7.4091,A
-16.9192,-11.6491,A
-24.1004,16.4465,A
-11.5486,-2.2077,A
8.8143,-15.9070,A
-1.4507,-0.6182,B
-5.3892,16.4179,A
16.0036,17.1940,A
10.4509,-11.4650,A
23.0218,-16.5411,A
-17.2467,-12.5974,A
10.3547,21.9380,A
-1.8132,-11.2843,A
19.1685,-2.0106,A
-4.0238,6.7629,A
12.3244,11.4154,A
15.2675,-5.4340,A
-18.2881,-16.3689,A
26.3378,-9.3281,A
-24.5761,-14.4407,A
0.7113,16.7929,A
